teryt_simc_code,prg_street_name,osm_street_name
,Ks. P. Wawrzyniaka,Księdza Piotra Wawrzyniaka
,ks. Paszkowskiego,Księdza Kanonika Włodzimierza Paszkowskiego
,ks. Pawlaka,Księdza Edwarda Pawlaka
,ks. Pawła Brandysa,Księdza Pawła Brandysa
,ks. Pawła Buhla,Księdza Pawła Buhla
,Ks. Pawła Grzybowskiego,Księdza Pawła Grzybowskiego
,ks. Pawła Hojki,Księdza Pawła Hojki
,ks. Pawła Janika,Księdza Pawła Janika
,ks. Pawła Lubiny,Księdza Pawła Lubiny
,ks. Pawła Misia,Księdza Pawła Misia
,ks. Pawła Pośpiecha,Księdza Pawła Pośpiecha
,ks. Pawła Sapeckiego,Księdza Pawła Sapeckiego
,ks. Pawła Skiby,Księdza Pawła Skiby
,ks. Pawła Skwary,Księdza Pawła Skwary
,ks. Pawła Stefańskiego,Księdza Pawła Stefańskiego
,ks. Pawła Steinmetza,Księdza Pawła Steinmetza
,ks. Piotra Bugaja,Księdza Piotra Bugaja
,Ks. Piotra Gołąba,Księdza Piotra Gołąba
,Ks. Piotra Głogowskiego,Księdza Piotra Głogowskiego
,ks. Piotra Jelinka,Księdza Piotra Jelinka
,Ks. Piotra Niezgody,Księdza Piotra Niezgody
,ks. Piotra Skargi,Księdza Piotra Skargi
,ks. Piotra Wawrzyniaka,Księdza Piotra Wawrzyniaka
,ks. Piotra Ściegiennego,Księdza Piotra Ściegiennego
,ks. Podlaszewskiego,Księdza Franciszka Podlaszewskiego
,ks. Popiełuszki,Księdza Jerzego Popiełuszki
,ks. ppłk. Józefa Wryczy,Księdza Podpułkownika Józefa Wryczy
,ks. prał. Mariana Szczęsnego,Księdza Prałata Mariana Szczęsnego
,ks. prał. Stefana Gibały,Księdza Prałata Stefana Gibały
,ks. Prałata Aleksandra Szymańskiego,Księdza Prałata Aleksandra Szymańskiego
,ks. Prałata Bernarda Gadego,Księdza Prałata Bernarda Gadego
,ks. Prałata Bolesława Bilińskiego,Księdza Prałata Bolesława Bilińskiego
,ks. prałata Czesława Majorka,Księdza Prałata Czesława Majorka
,ks. Prałata dr Hilarego Jastaka,Księdza Prałata Doktora Hilarego Jastaka
,ks. Prałata Edwarda Bielińskiego,Księdza Prałata Edwarda Bielińskiego
,Ks. prałata Edwarda Płonki,Księdza Prałata Edwarda Płonki
,ks. Prałata Franciszka Bieleckiego,Księdza Prałata Franciszka Bieleckiego
,ks. Prałata Jana Banasia,Księdza Prałata Jana Banasia
,ks. Prałata Jana Janowskiego,Księdza Prałata Jana Janowskiego
,Ks. Prałata Józefa Obrembskiego,Księdza Prałata Józefa Obrembskiego
,Ks. Prałata Kazimierza Nadstazika,Księdza Prałata Kazimierza Nadstazika
,ks. Prałata Kniołka,Księdza Prałata Zdzisława Kniołka
,ks. Prałata Konrada Szwedy,Księdza Prałata Konrada Szwedy
,ks. Prałata Michała Badowskiego,Księdza Prałata Michała Badowskiego
,ks. prałata Romualda Biniaka,Księdza Prałata Romualda Biniaka
,ks. Prałata Stanisława Słonki,Księdza Stanisława Słonki
,ks. Prałata Stefana Brylla,Księdza Prałata Stefana Brylla
,ks. Prałata Stefana Niedzielaka,Księdza Prałata Stefana Niedzielaka
,Ks. Prałata Zdzisława Skrzeka,Księdza Prałata Zdzisława Skrzeka
,Ks. Prof. Dr Jana Respądka,Księdza Profesora Doktora Jana Respądka
,Ks. Prof. Józefa Orszulika,Księdza Profesora Józefa Orszulika
,ks. prof. Józefa Tischnera,Księdza Profesora Józefa Tischnera
,ks. prof. Włodzimierza Sedlaka,Księdza Profesora Włodzimierza Sedlaka
,ks. Pronobisa,Księdza Wojciecha Pronobisa
,ks. Prym. Macieja Łubieńskiego,Księdza Prymasa Macieja Łubieńskiego
,Ks. Prym. Stefana Wyszyńskiego,Księdza Prymasa Kardynała Stefana Wyszyńskiego
,ks. Prymasa Mikołaja Dzierzgowskiego,Księdza Prymasa Mikołaja Dzierzgowskiego
,ks. Prymasa Stefana Wyszyńskiego,Księdza Prymasa Stefana Wyszyńskiego
,ks. Prymasa Wyszyńskiego,Księdza Prymasa Stefana Wyszyńskiego
,ks. Przesmyckiego,Księdza Leona Przesmyckiego
,Ks. Płaczka,Księdza Stanisława Płaczka
,ks. płk Jana Mrugacza,Księdza Pułkownika Jana Mrugacza
,ks. płk. Jana Szymały,Księdza Pułkownika Jana Szymały
,ks. płk. Józefa Jońca,Księdza Pułkownika Józefa Jońca
,ks. płk. Józefa Wrycza,Księdza Pułkownika Józefa Wryczy
,ks. płk. Tadeusza Juliana Jachimowskiego,Księdza Pułkownika Tadeusza Juliana Jachimowskiego
,ks. płk. Wryczy,Księdza Pułkownika Józefa Wryczy
,ks. Radzymińskiego,Księdza Ludgarda Radzymińskiego
,ks. Ratkowskiego,Księdza Stanisława Ratkowskiego
,Ks. Roberta Bilitewskiego,Księdza Roberta Bilitewskiego
,ks. Roberta Wallacha,Księdza Roberta Wallacha
,ks. Rogowskiego,Księdza Pawła Rogowskiego
,ks. Romana Malinowskiego,Księdza Romana Malinowskiego
,ks. Romana Tarwackiego,Księdza Romana Tarwackiego
,Ks. Romana Woźniaka,Księdza Romana Woźniaka
,ks. Romualda Jaworskiego,Księdza Romualda Jaworskiego
,ks. Romualda Żurowskiego,Księdza Romualda Żurowskiego
,Ks. Rotty,Księdza Doktora Alojzego Rotty
,ks. Rudolfa Juroszka,Księdza Rudolfa Juroszka
,ks. Rudolfa Tomanka,Księdza Rudolfa Tomanka
,Ks. Ryszarda Markwarta,Księdza Ryszarda Markwarta
,ks. S. Frelichowskiego,Księdza Stefana Frelichowskiego
,ks. S. Karczykowskiego,Księdza Stanisława Karczykowskiego
,ks. S. Wojtyłki,Księdza Stefana Wojtyłki
,Ks. Saturnina Sikorskiego,Księdza Saturnina Sikorskiego
,Ks. Sawickiego,Księdza Franciszka Sawickiego
,ks. Semraua,Księdza Józefa Semraua
,ks. Skorupki,Księdza Ignacego Jana Skorupki
,Ks. Skłodowskiego,Księdza Mariana Skłodowskiego
,ks. St. Brzóski,Księdza Stanisława Brzóski
,Ks. St. Kuranta,Księdza Stanisława Kuranta
,Ks. St. Pilitowskiego,Księdza Stanisława Pilitowskiego
,ks. St. Stoińskiego,Księdza Stanisława Stoińskiego
,ks. Staniaszko,Księdza Ignacego Staniaszko
,ks. Stanisława,Księdza Stanisława
,Ks. Stanisława Andrukiewicza,Księdza Stanisława Andrukiewicza
,ks. Stanisława Bełcha,Księdza Stanisława Bełcha
,ks. Stanisława Boreckiego,Księdza Stanisława Boreckiego
,ks. Stanisława Brzóski,Księdza Stanisława Brzóski
,ks. Stanisława Bulandy,Księdza Stanisława Bulandy
,ks. Stanisława Bójnowskiego,Księdza Stanisława Bójnowskiego
,ks. Stanisława Chudzińskiego,Księdza Stanisława Chudzińskiego
,ks. Stanisława Czapiewskiego,Księdza Stanisława Czapiewskiego
,ks. Stanisława Decowskiego,Księdza Stanisława Decowskiego
,Ks. Stanisława Gawlasa,Księdza Stanisława Gawlasa
,ks. Stanisława Goja,Księdza Stanisława Goja
,Ks. Stanisława Góreckiego,Księdza Stanisława Góreckiego
,ks. Stanisława Hartlieba,Księdza Stanisława Hartlieba
,ks. Stanisława Hoffmanna,Księdza Stanisława Hoffmanna
,Ks. Stanisława Janickiego,Księdza Stanisława Janickiego
,ks. Stanisława Konarskiego,Księdza Stanisława Konarskiego
,ks. Stanisława Koniecznego,Księdza Stanisława Koniecznego
,Ks. Stanisława Kopernika,Księdza Stanisława Kopernika
,Ks. Stanisława Korneckiego,Księdza Stanisława Korneckiego
,ks. Stanisława Kozierowskiego,Księdza Stanisława Kozierowskiego
,Ks. Stanisława Krausego,Księdza Stanisława Krausego
,ks. Stanisława Kruczka,Księdza Stanisława Kruczka
,ks. Stanisława Kujota,Księdza Stanisława Kujota
,Ks. Stanisława Kędronia,Księdza Stanisława Kędronia
,ks. Stanisława Lachowicza,Księdza Stanisława Lachowicza
,ks. Stanisława Maciąga,Księdza Stanisława Maciąga
,ks. Stanisława Malinowskiego,Księdza Stanisława Malinowskiego
,ks. Stanisława Matrasia,Księdza Stanisława Matrasia
,ks. Stanisława Michalaka,Księdza Stanisława Michalaka
,Ks. Stanisława Musiała SJ,Księdza Stanisława Musiała SJ
,ks. Stanisława Nizińskiego,Księdza Stanisława Nizińskiego
,ks. Stanisława Pasionka,Księdza Stanisława Pasionka
,ks. Stanisława Pielasy,Księdza Stanisława Pielasy
,ks. Stanisława Piotrowskiego,Księdza Stanisława Piotrowskiego
,Ks. Stanisława Potockiego,Księdza Stanisława Potockiego
,ks. Stanisława Połetka,Księdza Stanisława Połetka
,ks. Stanisława Przeździeckiego,Księdza Stanisława Przeździeckiego
,ks. Stanisława Radziejewskiego,Księdza Stanisława Radziejewskiego
,Ks. Stanisława Ruta,Księdza Stanisława Ruta
,ks. Stanisława Rymarkiewicza,Księdza Stanisława Rymarkiewicza
,ks. Stanisława Schulza,Księdza Stanisława Schulza
,ks. Stanisława Sikorskiego,Księdza Stanisława Sikorskiego
,Ks. Stanisława Sikory,Księdza Stanisława Sikory
,ks. Stanisława Staszica,Księdza Stanisława Staszica
,ks. Stanisława Stojałowskiego,Księdza Stanisława Stojałowskiego
,ks. Stanisława Streicha,Księdza Stanisława Streicha
,ks. Stanisława Stępnia,Księdza Stanisława Stępnia
,ks. Stanisława Suchowolca,Księdza Stanisława Suchowolca
,ks. Stanisława Szarafińskiego,Księdza Stanisława Szarafińskiego
,ks. Stanisława Szpetnara,Księdza Stanisława Szpetnara
,ks. Stanisława Szulmińskiego,Księdza Stanisława Szulmińskiego
,ks. Stanisława Tokarza,Księdza Stanisława Tokarza
,ks. Stanisława Ujdy,Księdza Stanisława Ujdy
,ks. Stanisława Wody,Księdza Stanisława Wody
,ks. Stanisława Zapałowskiego,Księdza Stanisława Zapałowskiego
,ks. Stanisława Zawackiego,Księdza Stanisława Zawackiego
,ks. Stanisława Żebrowskiego,Księdza Stanisława Żebrowskiego
,ks. Stanisława Żurka,Księdza Stanisława Żurka
,ks. Stanisława Żytkiewicza,Księdza Stanisława Żytkiewicza
,Ks. Stawickiego,Księdza Bolesława Stawickiego
,ks. Stefana Dubiela,Księdza Stefana Dubiela
,Ks. Stefana Farysia,Księdza Stefana Farysia
,ks. Stefana Frelichowskiego,Księdza Stefana Frelichowskiego
,Ks. Stefana Girstuna,Księdza Stefana Girstuna
,Ks. Stefana Joniaka,Księdza Stefana Joniaka
,ks. Stefana Korala,Księdza Stefana Korala
,ks. Stefana Pelca,Księdza Stefana Pelca
,ks. Stefana Popisa,Księdza Stefana Popisa
,Ks. Stefana Wincentego Frelichowskiego,Księdza Stefana Wincentego Frelichowskiego
,Ks. Stefana Wyszyńskiego,Księdza Stefana Wyszyńskiego
,ks. Stefana Zielonki,Księdza Stefana Zielonki
,ks. Stefana Łysika,Księdza Stefana Łysika
,ks. Stepczyńskiego,Księdza Kazimierza Stepczyńskiego
,ks. Stojałowskiego,Księdza Stanisława Stojałowskiego
,ks. Streicha,Księdza Stanisława Streicha
,Ks. Strugały,Księdza Franciszka Strugały
,ks. Styry,Księdza Franciszka Styry
,ks. Sudoła,Księdza Stanisława Sudoła
,ks. Sychty,Księdza Bernarda Sychty
,ks. Sylwestra Antosza,Księdza Sylwestra Antosza
,ks. Sylwestra Kończala,Księdza Sylwestra Kończala
,Ks. Sylwestra Zycha,Księdza Sylwestra Zycha
,ks. Szczepana Gracza,Księdza Szczepana Gracza
,ks. Szczepana Kellera,Księdza Szczepana Kellera
,ks. Szczepana Szydelskiego,Księdza Szczepana Szydelskiego
,ks. Szczęsnego Starkiewicza,Księdza Szczęsnego Starkiewicza
,ks. Szramka,Księdza Emila Szramka
,Ks. Szymichowskiego,Księdza Stanisława Szymichowskiego
,ks. Szymona Chodowicza,Księdza Szymona Chodowicza
,ks. T. Kuracha,Księdza Tadeusza Kuracha
,Ks. Tadeusza Borkowskiego,Księdza Tadeusza Borkowskiego
,ks. Tadeusza Ciborowskiego,Księdza Tadeusza Ciborowskiego
,ks. Tadeusza Jabłońskiego,Księdza Tadeusza Jabłońskiego
,ks. Tadeusza Jezierskiego,Księdza Tadeusza Jezierskiego
,ks. Tadeusza Kozaka,Księdza Tadeusza Kozaka
,ks. Tadeusza Leśniewicza,Księdza Tadeusza Leśniewicza
,ks. Tadeusza Michalika,Księdza Tadeusza Michalika
,ks. Tadeusza Ofiary,Księdza Tadeusza Ofiary
,ks. Tadeusza Przybylskiego,Księdza Tadeusza Przybylskiego
,Ks. Tadeusza Rojka,Księdza Tadeusza Rojka
,Ks. Tadeusza Semmerlinga,Księdza Tadeusza Semmerlinga
,Ks. Tadeusza Skarbka-Malczewskiego,Księdza Tadeusza Skarbka-Malczewskiego
,ks. Teodora Korcza,Księdza Teodora Korcza
,ks. Teodora Kwarto,Księdza Teodora Kwarto
,ks. Teodora Rogozińskiego,Księdza Teodora Rogozińskiego
,ks. Teodora Urbańskiego,Księdza Teodora Urbańskiego
,ks. Teofila Kocurka,Księdza Teofila Kocurka
,ks. Tomasza Augustynowicza,Księdza Tomasza Augustynowicza
,ks. Tomasza Mamzera,Księdza Tomasza Mamzera
,ks. Tuskera,Księdza Wilhelma Tuskera
,ks. Twardego,Księdza Marcina Twardego
,Ks. Twardowskiego,Księdza Jana Twardowskiego
,ks. W. Blocka,Księdza Wojciecha Blocka
,ks. Wacława Blizińskiego,Księdza Wacława Blizińskiego
,ks. Wacława Kuleszy,Księdza Wacława Kuleszy
,ks. Wacława Kurowskiego,Księdza Wacława Kurowskiego
,Ks. Wacława Osińskiego,Księdza Wacława Osińskiego
,Ks. Wacława Rabczyńskiego,Księdza Wacława Rabczyńskiego
,ks. Walentego Gadowskiego,Księdza Walentego Gadowskiego
,ks. Walentego Ligaja,Księdza Walentego Ligaja
,ks. Walentego Troski,Księdza Walentego Troski
,ks. Walentego Śmigielskiego,Księdza Walentego Śmigielskiego
,ks. Walerego Pogorzelskiego,Księdza Walerego Pogorzelskiego
,Ks. Walkowiaka,Księdza Ludwika Walkowiaka
,ks. Wawrzyńca Chybickiego,Księdza Wawrzyńca Chybickiego
,ks. Werbla,Księdza Kazimierza Werbla
,ks. Wielewskiego,Księdza Władysława Wielewskiego
,Ks. Wiktora Sojki,Księdza Wiktora Sojki
,ks. Wiktora Wojtka,Księdza Wiktora Wojtka
,ks. Wilka,Księdza Stanisława Wilka
,Ks. Wincentego Granata,Księdza Wincentego Granata
,ks. Wincentego Rudy,Księdza Wincentego Rudy
,ks. Wincentego Smoczyńskiego,Księdza Wincentego Smoczyńskiego
,Ks. Wincentego Tomaszewskiego,Księdza Wincentego Tomaszewskiego
,Ks. Witaszka,Księdza Kornela Witaszka
,ks. Witolda Balukiewicza,Księdza Witolda Balukiewicza
,Ks. Witolda Pietkuna,Księdza Witolda Pietkuna
,ks. Wojciecha Blajera,Księdza Wojciecha Blajera
,Ks. Wojciecha Kani,Księdza Wojciecha Kani
,ks. Wojciecha Kruka,Księdza Wojciecha Kruka
,ks. Wojciecha Kęsickiego,Księdza Wojciecha Kęsickiego
,ks. Wojciecha Liberskiego,Księdza Wojciecha Liberskiego
,ks. Wojciecha Sierakowskiego,Księdza Wojciecha Sierakowskiego
,Ks. Wojciecha Zinka,Księdza Wojciecha Zinka
,ks. Wryczy,Księdza Józefa Wryczy
,Ks. Wujka,Księdza Jakuba Wujka
,ks. Węgrzynowskiego,Księdza Stanisława Węgrzynowskiego
,ks. Wł. Skonieckiego,Księdza Włodzimierza Skonieckiego
,ks. Władysława Bargieła,Księdza Władysława Bargieła
,ks. Władysława Bukowińskiego,Księdza Władysława Bukowińskiego
,ks. Władysława Curzydły,Księdza Władysława Curzydły
,ks. Władysława Czerwińskiego,Księdza Władysława Czerwińskiego
,ks. Władysława Demskiego,Księdza Władysława Demskiego
,ks. Władysława Gurgacza,Księdza Władysława Gurgacza
,Ks. Władysława Korpikiewicza,Księdza Władysława Korpikiewicza
,ks. Władysława Kuca,Księdza Władysława Kuca
,Ks. Władysława Landowskiego,Księdza Władysława Landowskiego
,Ks. Władysława Mendrali,Księdza Władysława Mendrali
,ks. Władysława Mączkowskiego,Księdza Władysława Mączkowskiego
,ks. Władysława Młyńskiego,Księdza Władysława Młyńskiego
,ks. Władysława Purzyckiego,Księdza Władysława Purzyckiego
,Ks. Władysława Rosłana,Księdza Władysława Rosłana
,ks. Władysława Sarny,Księdza Władysława Sarny
,Ks. Władysława Siarkowskiego,Księdza Władysława Siarkowskiego
,ks. Władysława Sitki,Księdza Władysława Sitki
,ks. Władysława Skierkowskiego,Księdza Władysława Skierkowskiego
,ks. Władysława Szeremeta,Księdza Władysława Szeremeta
,Ks. Władysława Szubargi,Księdza Władysława Szubargi
,ks. Władysława Szypuły,Księdza Władysława Szypuły
,ks. Władysława Walczewskiego,Księdza Władysława Walczewskiego
,Ks. Władysława Wróblewskiego,Księdza Władysława Wróblewskiego
,Ks. Władysława Łęgi,Księdza Władysława Łęgi
,Ks. Władysława Żaboklickiego,Księdza Władysława Żaboklickiego
,ks. Włodzimierza Sedlaka,Księdza Włodzimierza Sedlaka
,ks. Z. Szulca,Księdza Zygmunta Szulca
,ks. Z. Trybowskiego,Księdza Zygmunta Trybowskiego
,ks. Z. Tynieckiego,Księdza Zygmunta Tynieckiego
,ks. Z. Ziętarskiego,Księdza Zygfryda Ziętarskiego
,ks. Zagańczyka,Księdza Antoniego Zagańczyka
,ks. Zakulskiego,Księdza Wojciecha Zakulskiego
,ks. Zapałowskiego,Księdza Tadeusza Zapałowskiego
,ks. Zbigniewa Krzewiny,Księdza Zbigniewa Krzewiny
,ks. Zdzisława Bernata,Księdza Zdzisława Bernata
,ks. Zdzisława Dzidka,Księdza Zdzisława Dzidka
,ks. Zdzisława Peszkowskiego,Księdza Zdzisława Peszkowskiego
,ks. Zdzisława Sobierajskiego,Księdza Zdzisława Sobierajskiego
,Ks. Zenona Willi,Księdza Zenona Willi
,ks. Zygmunta Abramskiego,Księdza Zygmunta Abramskiego
,ks. Zygmunta Adamczewskiego,Księdza Zygmunta Adamczewskiego
,ks. Zygmunta Gorazdowskiego,Księdza Zygmunta Gorazdowskiego
,ks. Zygmunta Hundsdorfa,Księdza Zygmunta Hundsdorfa
,ks. Zygmunta Kuźmy,Księdza Zygmunta Kuźmy
,Ks. Zygmunta Malińskiego,Księdza Zygmunta Malińskiego
,Ks. Zygmunta Repińskiego,Księdza Zygmunta Repińskiego
,Ks. Zygmunta Trelli,Księdza Zygmunta Trelli
,Ks. Zygmunta Trybowskiego,Księdza Zygmunta Trybowskiego
,ks. Ściegiennego,Księdza Piotra Ściegiennego
,ks. Śmigockiego,Księdza Franciszka Śmigockiego
,ks. Żydka,Księdza Edmunda Żydka
,Ks.A. Kordeckiego,Księdza Augustyna Kordeckiego
,Ks.Antoniego Wolszlegera,Księdza Antoniego Wolszlegera
,Ks.J.St. Pasierba,Księdza Janusza Stanisława Pasierba
,Ks.Kan.E.Sierbińskiego,Księdza Kanonika Eugeniusza Sierbińskiego
,ks.kanonika Kazimierza Wencla,Księdza Kanonika Kazimierza Wencla
,Ks.Mariana Magnuszewskiego,Księdza Mariana Magnuszewskiego
,Ks.Mjr Franciszka Dymarskiego,Księdza Majora Franciszka Dymarskiego
,Ks.P.Dunajskiego,Księdza Piotra Dunajskiego
,ks.płk. Józefa Balcerczyka,Księdza Pułkownika Józefa Balcerczyka
,Ks.Z.J. Trzebiatowskiego,Księdza Zbigniewa Jutrzenka Trzebiatowskiego
,Ks.Ściegiennego,Księdza Piotra Ściegiennego
,Księdza Dziekana Józefa Pułki,Księdza Józefa Pułki
,Księdza Gregora,Księdza Józefa Gregora
,Księdza Janika,Księdza Pawła Janika
,Księdza Marszałka,Księdza Jana Marszałka
,Księdza Muznerowskiego,Księdza Stanisława Muznerowskiego
,Księdza Nowaka,Księdza Jana Nowaka
0213960,Księdza Pojdy,Księdza Jana Pojdy
0939409,Księdza Pojdy,Księdza Adolfa Pojdy
,Księdza Prałata Piotrowskiego,Księdza Prałata Józefa Piotrowskiego
,Księdza Stojałowskiego,Księdza Stanisława Stojałowskiego
,Księdza Ściegiennego,Piotra Ściegiennego
,Kudak- Skit śww. Antoniego i Teodozjusza,Skit Świętych Antoniego i Teodozjusza
,Kuhna,Kazimierza Kühna
,Kusocińskiego,Janusza Kusocińskiego
,Kś. Pawła Kontnego,Księdza Pawła Kontnego
,Kś. Tadeusza Chrobaka,Księdza Tadeusza Chrobaka
,L. Beethovena,Ludwika van Beethovena
,L. Heyke,Leona Heyke
,L. Kiszmanowicza,Leona Kiszmanowicza
,L. Solskiego,Ludwika Solskiego
,L. Staffa,Leopolda Staffa
,L. Teligi,Leonida Teligi
,L. Waryńskiego,Ludwika Waryńskiego
,L. Zamenhofa,Ludwika Zamenhofa
,L. Zondka,Lecha Zondka
,Leśmiana,Bolesława Leśmiana
,Ligonia,Juliusza Ligonia
,Lompy,Józefa Lompy
,Ludw. Waryńskiego,Ludwika Waryńskiego
,Ludwika Mierosławskiego,Generała Ludwika Mierosławskiego
,M. Bałuckiego,Michała Bałuckiego
,M. Bogusza,Mariana Bogusza
,M. C. Skłodowskiej,Marii Skłodowskiej-Curie
,M. Curie-Skłodowskiej,Marii Skłodowskiej-Curie
,M. Drzymały,Michała Drzymały
,M. Dąbrowskiej,Marii Dąbrowskiej
,M. Gogola,Mikołaja Gogola
,M. Grażyńskiego,Michała Grażyńskiego
,M. Hillar,Małgorzaty Hillar
,M. Hłaski,Marka Hłaski
,M. Kajki,Michała Kajki
,M. Karłowicza,Mieczysława Karłowicza
,M. Kolbe,Maksymiliana Kolbe
,M. Konopnickiej,Marii Konopnickiej
,M. Kopernika,Mikołaja Kopernika
,M. Langiewicza,Mariana Langiewicza
,M. Ogińskiego,Michała Kleofasa Ogińskiego
,M. Płażyńskiego,Macieja Płażyńskiego
,M. Rataja,Macieja Rataja
,M. Reja,Mikołaja Reja
,M. Rodziewiczówny,Marii Rodziewiczówny
,M. Skłodowskiej,Marii Skłodowskiej-Curie
,M. Skłodowskiej-Curie,Marii Skłodowskiej-Curie
,M. Wańkowicza,Melchiora Wańkowicza
,M.C. Skłodowskiej,Marii Skłodowskiej-Curie
,M.C.Skłodowskiej,Marii Skłodowskiej-Curie
,M.Dąbrowskiej,Marii Dąbrowskiej
,M.Konopnickiej,Marii Konopnickiej
,M.Pawlikowskiej-Jasnorzewskiej,Marii Pawlikowskiej-Jasnorzewskiej
,Majakowskiego,Włodzimierza Majakowskiego
,Makuszyńskiego,Kornela Makuszyńskiego
,Mariana A. Jonkajtysa,Mariana Jonkajtysa
,Marii Curie Skłodowskiej,Marii Skłodowskiej-Curie
,Marii Curie-Skłodowskiej,Marii Skłodowskiej-Curie
,Marka Fr. Modrzyka,Marka Franciszka Modrzyka
,Marksa,Andrzeja Marksa
,Markwioka,Józefa Markwioka
,marsz. Ferdynanda Focha,Marszałka Ferdynanda Focha
,marsz. Focha,Marszałka Ferdynanda Focha
,Marsz. J. Piłsudskiego,Marszałka Józefa Piłsudskiego
,marsz. Józefa Piłsudskiego,Marszałka Józefa Piłsudskiego
,Marszałka J. Piłsudskiego,Marszałka Józefa Piłsudskiego
,marszałka Józefa Piłsudskiego,Marszałka Józefa Piłsudskiego
,Marszałka Piłsudskiego,Marszałka Józefa Piłsudskiego
,Marynarzy 1. Batalionu Pułku Morskiego,Marynarzy 1 Batalionu Pułku Morskiego
,Matejki,Jana Matejki
,Miarki,Karola Miarki
,Mickiewicza,Adama Mickiewicza
,Mielęckiego,Andrzeja Mielęckiego
,mjr AK S. Gądzio-Kos,Majora AK Stefana Gądzio-Kos
,mjr Dobrzańskiego,Majora Dobrzańskiego
,mjr Feliksa Kozubowskiego,Majora Feliksa Kozubowskiego
,mjr H. Sucharskiego,Majora Henryka Sucharskiego
,mjr H.Sucharskiego,Majora Henryka Sucharskiego
,mjr Henryka Dobrzańskiego,Majora Henryka Dobrzańskiego
,Mjr Henryka Hubala-Dobrzańskiego,Majora Henryka Hubala-Dobrzańskiego
,mjr Henryka Sucharskiego,Majora Henryka Sucharskiego
0249917,mjr Hubala,Majora Hubala
0630244,mjr Hubala,Majora Henryka Hubala-Dobrzańskiego
0930696,mjr Hubala,"Majora Henryka Dobrzańskiego ""Hubala"""
0954165,Mjr Hubala,Majora Henryka Hubala
0975285,mjr Hubala,"Majora Henryka Dobrzańskiego ""Hubala"""
0981133,mjr Hubala,Majora Hubala
,Mjr Jana Piwnika-Ponurego,Majora Jana Piwnika-Ponurego
,mjr Jana Żychonia,Majora Jana Żychonia
,mjr Kazimierza Czarkowskiego,Majora Kazimierza Czarkowskiego
,mjr Mariana Gołębiewskiego,Majora Mariana Gołębiewskiego
,mjr Mieczysława Malinowskiego,Majora Mieczysława Malinowskiego
,Mjr Mieczysława Słabego,Majora Mieczysława Słabego
,mjr Nurta,Majora Nurta
,mjr Sucharskiego,Majora Henryka Sucharskiego
,mjr T. Kuncewicza,Majora Tadeusza Kuncewicza
,Mjr Zbigniewa Gorzeńskiego,Majora Zbigniewa Gorzeńskiego
,mjr. Antoniego Maszewskiego,Majora Antoniego Maszewskiego
,mjr. Antoniego Miszewskiego,Majora Antoniego Miszewskiego
,mjr. Bacy,Majora Bacy
,mjr. Bolesława Zagórnego,Majora Bolesława Zagórnego
,mjr. Brunona Janasa,Majora Brunona Janasa
,Mjr. Dobrzańskiego,Majora Henryka Dobrzańskiego
,mjr. Eborowicza,Majora Jerzego Eborowicza
,mjr. Edwarda Ziółkowskiego,Majora Edwarda Ziółkowskiego
,mjr. H. Sucharskiego,Majora Henryka Sucharskiego
,mjr. Henryka Dobrzańskiego,Majora Henryka Dobrzańskiego
,mjr. Henryka Dobrzańskiego-Hubala,"Majora Henryka Dobrzańskiego ""Hubala"""
,mjr. Henryka Hubala-Dobrzańskiego,"Majora Henryka Dobrzańskiego ""Hubala"""
,mjr. Henryka Sucharskiego,Majora Henryka Sucharskiego
,mjr. Hieronima Dekutowskiego,Majora Hieronima Dekutowskiego
,mjr. Hubala,"Majora Henryka Dobrzańskiego ""Hubala"""
,mjr. Jabłkowskiego,Majora Ludwika Jabłkowskiego
,mjr. Jacka Decowskiego,Majora Jacka Decowskiego
,mjr. Jana Henryka Żychonia,Majora Jana Henryka Żychonia
,mjr. Jana Piwnika,Majora Jana Piwnika
,mjr. Jana Piwnika-Ponurego,"Majora Jana Piwnika ""Ponurego"""
,mjr. Jana Tabortowskiego,Majora Jana Tabortowskiego
,mjr. Jerzego Grobickiego,Majora Jerzego Grobickiego
,mjr. Jerzego Iszkowskiego,Majora Jerzego Iszkowskiego
,mjr. Józefa Grussa,Majora Józefa Grussa
,mjr. Józefa Sikory,Majora Józefa Sikory
,mjr. Kirkora,Majora Stanisława Kirkora
,mjr. Leona Będkowskiego,Majora Leona Będkowskiego
,mjr. Ludwika Idzikowskiego,Majora Ludwika Idzikowskiego
,mjr. Mieczysława Słabego,Majora Mieczysława Słabego
,mjr. Mieczysława Tarchalskiego,Majora Mieczysława Tarchalskiego
,mjr. pil. Antoniego Tomiczka,Majora Pilota Antoniego Tomiczka
,mjr. pil. Jana Czernego,Majora Pilota Jana Czernego
,mjr. Piotra Iwanowicza Rogozina,Majora Piotra Iwanowicza Rogozina
,mjr. Piotra Szewczyka,Majora Piotra Szewczyka
,mjr. Romana Bielawskiego,Majora Romana Bielawskiego
,mjr. Skowrona,Majora Ignacego Skowrona
,mjr. Stanisława Bilmina,Majora Stanisława Bilmina
,mjr. Stanisława Knapika,Majora Stanisława Knapika
,Mjr. Stefana Waltera,Majora Stefana Waltera
,mjr. Sucharskiego,Majora Henryka Sucharskiego
,mjr. Tadeusza Furgalskiego,Majora Tadeusza Furgalskiego
